,TCF4,GATA4,CTCF,PRDM1,SMAD4,GATA6,FOXA1,NANOG,HNF4A,SOX17,FOXA2,POU5F1,SP1,SOX2,STAT3,KLF5,HNF1B,SRF,OTX2,THAP11,SMAD2,EOMES
PNPLA3,0.7382142025876497,0.05800081523631686,0.013903043474329274,0.29881526914995443,0.8173037862108846,0.3042396865654344,0.019924205425226472,0.03167031506652296,0.2508553379182648,0.6823558017950758,0.011404242691840611,0.014604712263046082,0.8112882215137177,0.77250846547151,0.0720275463683084,0.04362601529158837,0.00901337689754765,0.01541945503417829,0.7852538917281069,0.5461963541588752,0.7914303085298781,-1.0
CLMP,0.12866371857956446,0.2586089084566292,0.015681094294580478,0.411986882399648,0.6318388358950773,-1.0,0.06880976562666168,0.26847950960794187,-1.0,0.6404748904589642,-1.0,0.37734047649007285,0.06179640002025892,0.5677294861184448,-1.0,0.8754255735560638,0.005928835478560355,0.016019721270491446,0.8459671884339458,0.5174799590673312,0.24295595198002368,0.2919944030654099
SAMD11,0.00019168633115733308,0.0016732926437643169,-1.0,0.6721485702319343,0.391050416264604,0.006072554686671996,0.7728788985555564,0.016412555624022288,0.23308933646564292,0.04330548570470523,-1.0,0.06539709900265077,0.009106765632149245,0.24346966202387813,0.20356981830442442,3.323335795070304e-06,0.5937056980198403,0.3284779487499119,7.934641471788252e-06,0.1707152645178718,0.37730138090533305,0.3340927113306136
VASH2,0.2614161370951336,-1.0,0.0874539635138213,0.003952685847211711,0.017538633928930125,0.7951539307980753,0.026735625107233128,0.023875137929262435,0.08925766407678419,0.6373581212878254,0.8494493351129224,0.053099263349194355,0.7573418173823742,0.947831281219847,0.0733841674702125,0.5404661657677738,0.5684620605266075,0.6238381712391807,0.3813720650183908,0.021342443006022505,0.29052720049493846,-1.0
KRT7,0.8415445011278255,-1.0,0.5864213383875401,0.24197893734643178,0.5896098575581022,0.18113653910762859,0.022458507827054698,0.17787325969069712,-1.0,-1.0,0.06433963361218577,0.010039241681788434,0.07040115972914765,0.5060449657016011,0.059713631199901085,0.29261875216513134,0.01658053142486881,0.13445408745268114,0.005803640503133981,-1.0,0.5535209757964199,0.3279502672970689
FAM214B,0.32481361596131675,5.904324836324698e-05,3.718286502754127e-08,4.602663673344713e-09,0.13597108878650205,0.02088604675544307,0.0952217887308479,0.0005316357205124237,0.3101747318501597,-1.0,2.718266783888636e-06,9.32118220647747e-05,0.7993343742723353,0.21918856621365695,0.017521477659720005,7.846324846930965e-05,3.846122852632871e-10,9.816136266384956e-05,0.00024982692051582554,0.0006897386062184012,0.5792383414558939,-1.0
ABI3BP,0.0013087522627286676,0.36959449560530544,0.08084489920974199,0.6721703502364949,0.9571432042952628,0.847144315890947,-1.0,0.02042765823409554,0.058484294889393995,0.7819371791847524,0.7934330303273608,0.20615893913662173,0.0034995367300165773,0.7753398333655136,0.00406563901300681,0.4040160207691589,0.012668403217916485,0.2539468556269183,7.729441362452873e-05,0.12378262393904045,0.01973252921182831,0.5206401134455034
APOL2,0.14726508972594968,-1.0,0.6513802164185891,0.2633578479314258,0.6557490014951328,-1.0,0.01581193241820098,0.04274877982631658,0.14636251753275228,0.5912256428655713,0.4183673001028194,-1.0,0.08900926763567878,0.055761832150716034,0.03784493284782728,0.4280774168851572,0.19448185663974293,0.020771177822774416,0.02952902304131291,0.44241944805985134,0.18176577516130402,-1.0
AMBP,0.13000511502009912,0.9036620907243401,0.6664104050122267,0.8787368484423339,0.6910478630388498,0.8209019577630042,0.24835017198816314,0.9243913549880872,0.20032373180807356,0.4505463661528205,0.4101653789717833,0.2862410562572866,0.5984445513653647,0.883000091247772,0.18056286059782606,0.71951928867956,0.9201942269159727,0.6618979485975953,0.11998795458383205,0.8634703665650012,-1.0,0.27800772276154506
PROKR2,0.9160907757446837,0.273746185397505,0.0054087601602903065,0.9331169375146064,0.45906864974244255,0.41855364561901487,0.03507653854957217,0.22247891303875614,0.1837043783803827,0.9775732998769546,-1.0,0.021009389957885274,0.7881536363601825,0.022665218227923976,0.22827813867579994,0.7493296044279123,0.15677659803206515,0.20783806255502282,0.6280716304240962,0.24075352980442566,0.3613348579011627,0.01939898282522595
SERPINB9,0.5878320036157809,-1.0,0.005737832179198988,4.69015406832717e-05,0.40908922827080296,0.010998669935491225,0.9723018021914592,0.48454799346808053,0.4391359171123017,-1.0,-1.0,0.8394414353003332,0.102588685997469,-1.0,-1.0,0.9387168507066326,0.004404804685962531,0.00023725109707267228,0.9808249984310959,0.007258415449200015,0.11989760149317762,0.6208186727489454
ENPEP,0.4465153249719055,0.4845220441074565,0.028754814493030658,0.982931686084576,0.3907254051176846,0.44322387237567173,0.023986379814886754,0.43343960618213395,0.07300729066465886,0.20298529519887734,0.964361845809109,0.04268245546975339,0.8400432220499036,0.9841972870802188,0.06269932889750804,0.5730243884903001,0.010205652461271792,0.5079457750732244,0.007372148578340049,0.5402254077908112,0.09647398615954919,0.5349370399450836
TMEM151B,0.026270763237395245,0.5468736941572439,0.563064812575525,0.01483845515877725,0.537567286766389,0.06981262498878753,0.874060114910121,0.00027774121559872255,0.29438561354150194,0.43991399529343234,0.02504966432821325,-1.0,0.2879380865751582,0.721572768602698,0.32952677413517883,0.14653902388472623,0.13786020608496732,0.0019278610888551683,0.05346271321978246,0.7870555016908789,0.7830309141071066,0.10263823814226049
PPARGC1B,0.07550045623092638,0.18119401901472929,0.5653815896728314,0.46323449753082757,0.6208373744466462,0.06651047201335215,0.9116060353689593,0.006352209804249113,0.9494658347154907,0.15665672751210957,0.2968894680172781,0.508416547686043,0.8102494161229303,0.5336979703384237,0.3843231050684208,0.3069891734878583,0.1398672920319021,0.06594706640042165,0.9016650936063081,0.9994451016911157,0.35432900038914117,0.13763877922206533
CNN1,0.6491780282111144,0.5509569768060829,0.041771981855009216,0.18298867939875357,0.0032121735821242577,0.1769937572403423,-1.0,0.5819882040489804,0.7226331039727748,0.77546665555873,-1.0,0.7775853840567404,0.5530277337723568,0.8812733783453525,0.9238429947557846,0.7593036000639451,0.4195273847753618,0.0957635533945453,0.8619875913721848,0.030672639249070183,0.846412905098254,0.006558211089771912
PHYHIPL,0.08155406463516172,0.44419378895894746,0.02187676000140775,0.675991372547275,0.02001761271693565,-1.0,0.3482542567377296,0.6169863948174965,0.5569377133300422,0.03711619263609339,0.7021605766374822,0.09940472189427262,0.7717197188396738,0.9483048753105785,0.22111293230074122,0.7674418864273105,0.20609698606661517,0.9704963410531164,0.06990264184524417,0.06438183988159435,0.5065231843503819,0.01364884695643244
UNC13A,0.08471533597128361,0.9686845184505432,0.0018152306081164393,0.012610819353048846,0.2810124245635172,0.029468844857778047,0.017429469330893607,0.04425713548270864,0.25287488302916605,0.6718016048629064,0.007321665878323592,0.005184401200464456,0.35170585667153076,0.8858752804506412,0.022302647754303885,0.00439876079136665,0.0003812712644815112,0.029862099791391927,0.00033598117895048736,0.011147759526906028,0.40501217811677004,-1.0
FAM78B,0.006349089323847208,0.1375783216785002,0.6617712797627495,0.34920510171976726,0.3275842462194726,0.010804369406665104,-1.0,-1.0,0.2682260301372063,0.02996617650146849,0.6772397013284386,0.32322659962514777,0.2183517521012828,0.8461614447236792,0.9097345478719718,0.3735915326228272,0.31141391021690434,0.7400652231470057,0.060889237804640124,0.2619191437848961,0.5303973146356178,0.28978347313352293
FXYD5,0.8805154003298594,3.5448661500743305e-05,3.407403675725162e-05,-1.0,0.3529565682801378,-1.0,0.2224017122978742,1.2700544943601173e-05,0.049878145403437636,0.11422762044506633,1.3484392182845811e-05,0.002930565522705385,-1.0,0.10254481658012765,0.03674896902367651,0.029715801572743294,0.000985524289508676,5.238945812750885e-06,0.5654934875353204,-1.0,0.17871106044265128,-1.0
RGS7,0.695031548210878,0.567679101602015,0.05228679727825929,0.5833408586714144,0.18619354570693677,0.49018244912777775,0.08958413090373461,0.5790526688595778,0.37617530654525155,0.8665511810666925,0.1255114784860695,0.03275845107358273,0.3731142310023594,0.8258404418469651,0.05944528140849639,0.14097861164752779,0.24125130228696148,0.2547177431022726,0.3131697696354045,0.8426982358271345,0.4196573131259962,-1.0
SLC28A2,0.03195116007075033,0.06670952569952886,0.9396321101399694,0.5966069953941096,0.0027776631926937118,0.9638323280266119,0.05726832983673512,0.7079422899805066,0.09523850279198548,0.6947775875188074,-1.0,0.062004077014619574,0.9686225401965652,0.9160404744485071,0.0657224814443982,0.2763947606630902,0.2188555708825004,0.40984846185351775,0.001287035382567816,0.023760226939587955,0.2590105210093798,0.0043782138594457105
RDH12,0.9267169859366823,0.5143486190486888,0.5490965827997598,0.8197202389193052,0.8425910537222163,-1.0,0.3198177523995758,0.8940637821232722,0.4916193604601813,0.6068781069652562,0.8051153581772208,0.4130490329155405,0.6955798892505184,0.9844333088196083,0.4410283725604486,0.8651874408138547,0.6338798762217321,0.8432777120229148,0.9141129777164054,0.6889332907968894,0.40676030073471436,0.5325807526189619
IL17RA,0.013848994095253728,0.03223143755108463,0.020878259460825138,0.6507419695822798,0.8024596483178863,0.9639608663794371,0.0001738698889008143,-1.0,-1.0,-1.0,0.14327168019152323,0.0015725059684043783,0.28836018219466897,0.6765239968889153,0.0011527029268274646,0.7667232544884309,2.608976554105473e-05,0.07472593779117352,0.05045014600840203,0.6925723245309844,0.17235279242080076,0.08400464509605653
ADAMTSL1,0.18805502548246036,0.011166939752428558,0.11126029329458567,0.025089420225310376,0.13614056663944532,0.07431601882073852,0.004991986786740902,0.08009421048319085,0.0038912341094141066,0.5754390488967458,0.20143169442930606,0.018854394371293343,0.0017640346466533206,0.3377008360160828,0.014022414702158058,0.4392204124206329,0.5638609493153721,0.10809308695827591,0.17295256578711557,0.011053766411544954,0.005281116860994712,0.005688947388392619
EBI3,0.6131054932362472,0.1346986223293515,0.8761090593084285,0.008339760251293332,0.21695896159959044,0.004899944822081806,-1.0,0.1106267322375433,0.11610915574995663,0.18484101629858146,0.00855071979000021,0.2160899831714682,0.5651996988814578,0.184518782562078,0.1496559987825623,0.009187471371884784,0.2493895112133832,0.02831533878634034,0.00260267653675733,-1.0,0.06756814068895232,0.023078392173560038
HLA-DQA1,0.354971373925714,0.3122047610229536,0.45216076650562365,0.37882369656629267,0.055353809462904614,-1.0,0.5818685628907292,0.6972942841885057,0.7812701929357821,0.1979771064450478,0.7816169511685592,0.23197224234945327,0.6703996193168802,0.3819312172641589,0.46432971900062514,0.7681719932397704,0.3143837287546073,0.48844863277284645,0.9083906856521313,0.7641869947405681,0.8134090321096685,0.016281539338384533
S100A16,0.05744170948962832,-1.0,1.839056233475143e-05,0.011989062228188825,0.8648501862046036,0.0018392204400150061,0.3788003891942425,0.004146520718327001,0.7359435695762087,0.2515743251311119,2.022317899788932e-05,0.005114815084122249,0.24204818613053797,0.8769382685429976,0.10465892118381961,4.908946421411167e-06,5.613550516504294e-08,0.0049624230708355905,1.9551004769842815e-09,0.0629560464201784,0.2303137771459776,0.052971529418546194
TNC,0.9938597647272422,-1.0,0.0022556947796905594,0.1831368776330225,0.14119480359394546,0.7030271258860984,0.0018241110612031736,0.8919791860142416,-1.0,0.06593945041954252,0.10450420666278445,0.026009320107391324,0.11366677408062627,0.845686797567766,0.17289976173484367,0.5258885552434236,0.0013919422333686633,0.468622557774118,0.9343355148495246,-1.0,0.854411610748748,0.8959549591290017
TMEM100,0.388722705433284,0.1212090710046783,0.052312634442411576,0.8095520546453083,0.20838236812860106,0.8563379451787787,0.029438915001610076,0.6702764798749765,0.267855924519946,0.7894048368755529,0.4478304265568388,0.05135706043856979,0.16693110261711638,0.7637270051569082,0.2738350769040149,0.5834079990013934,0.7598578687107475,0.6503677363763549,0.13325545431414665,0.26007477745996843,-1.0,0.003364586960639677
NPPC,0.3069342595933854,0.7222648011611651,0.058688559698063136,0.3530768888388369,0.49847706567710937,0.8574313342297092,0.5599316849298066,0.531164828597459,0.7345545036550571,0.5440877234274288,-1.0,0.6679262956509228,0.4192280458422478,0.41858830800324076,0.840080809004297,0.9933640134467796,0.421480731611818,0.688158431896942,0.4448980578892231,0.5747127556366443,0.6566781848297244,0.6904867736507907
ACSBG1,0.9861119707377127,0.3938782364285399,0.8948543029473448,0.48177149615360804,0.4719916312167328,0.24501314797921883,0.7479316440841228,0.7941802308213236,0.6253728999277839,0.3630939675038105,0.09945317015302664,0.09285110100739555,0.9073946958509588,0.5626094136416526,-1.0,0.22235316327217028,0.09343521541072676,0.576109952027966,0.3500161860485522,0.6214663676713759,0.792252264118273,0.7736256179657238
FREM1,0.024986035755334708,0.028180141530219846,0.001124648241830629,0.08002804662674264,0.8326808033850183,0.3172947821923243,0.8676648999695907,-1.0,-1.0,0.15388513147128893,0.05681457390382552,0.1811196980912425,0.9681700463335206,0.5850159762042806,0.19276614091763739,0.6460869788998799,-1.0,2.9728180956904426e-05,0.001205665101314801,0.2600474108544524,-1.0,0.14876245606372615
FZD5,0.05602282519729043,-1.0,0.028368226206752226,0.07656826426449638,0.29257631481429935,0.4556084423821858,0.7928088848046584,0.3782410451799527,-1.0,-1.0,0.47254369778166316,0.34967701179335964,0.0962091988027573,0.8727483852795905,0.3649744681675363,0.5578211479473557,0.0013780262095702568,0.8902669208507538,-1.0,0.10931133974286898,0.012290659331572173,-1.0
BHMT,0.18461604829257328,-1.0,0.8377157145069858,0.731518839181714,0.09458533942846864,0.8844758486172937,0.11131446031022095,0.5107337548476656,0.23216285851666793,0.22219091327668306,0.6262629791794585,0.04604540469604826,0.8756020830251936,0.7158916398848325,0.07257719547036741,0.19643868703339717,0.07262244585699422,0.48759557948287313,0.017501518276007023,0.3575991871470522,0.14279393631239642,0.22072975144918058
NPAP1,0.6304343031173765,0.11158347202094672,0.16961735382642545,0.045645875531898354,-1.0,0.06576705966852821,0.5413865849823882,0.385053203872852,0.2751768967699567,0.20133757865536836,0.4851693968680796,0.5420192789140941,0.9902113447791736,0.4341002115160323,-1.0,0.501670173363661,0.5196023446884597,0.4296703721012034,0.4607287548329323,0.3366862195704253,0.0992642916042738,-1.0
RAB42,0.8774235213562483,0.009976305241754743,2.6393559125562994e-05,0.008754736495989929,0.7855921598861405,0.6684222746562167,0.2309044917258225,0.04652348217897039,0.01743083226441303,0.26673368483696075,0.07847286381479662,0.3099494188589432,0.4235384724508092,0.9565410461926103,-1.0,0.9688305712152929,0.00304750259665822,0.09645244330078911,0.09630280739577605,0.481075458951957,-1.0,0.41727315503731177
OLFML1,0.3846586305589995,0.05821659602368819,0.11065106224440241,0.8801134349080814,0.6780645300520798,0.21379176968488978,0.13956460280390393,0.43056649794603274,0.5277007358153936,-1.0,0.8665548875413682,0.2430004695098167,0.06878651648697358,-1.0,0.46889657543232655,0.8037575385861382,0.5446322964704935,0.5075060026137517,0.7966805631276718,0.7647140737103397,0.3024112181287228,0.6774511193142347
WNT3,0.035260670984431405,-1.0,0.023944430512347258,0.0049209999881072,0.11596624637804669,-1.0,0.7755443375435217,0.3913484159931848,0.8382261178549372,0.21401651601663652,0.0830766017783897,-1.0,0.05983447103998107,0.9525558262147624,0.9544716004450495,0.22193465753945035,2.558068976629173e-05,0.1169958409096644,0.006316075851242418,0.6483325174689786,0.7298429784559111,0.15076485288159083
CALCRL,0.6299589685030245,0.4975969526020019,0.5145453909492379,0.8026390776862021,0.6318041674549919,0.30755773581074175,0.8752430100194749,0.45072194821967404,0.8427183999405641,0.5430019243015857,0.538451066651968,0.3482003434165095,0.8519659435448661,0.9281172741267704,0.47795171576672457,0.9534866396203204,-1.0,0.9583478911465545,0.8910062986003088,0.2643105475682286,0.4446960277302954,-1.0
ANKRD18B,0.10776625724605102,0.22588955204980943,0.6998424620875207,0.5645216453857956,0.8188211912709354,0.4718491202423244,0.002560154335550951,0.6821278830779723,0.005995447230587929,0.29247329133444705,0.3899580525868527,0.016483635613611266,0.048595074210512124,0.7223028042032489,0.02090596987523566,0.11370008871767218,0.40548635652593,0.23661731663425867,9.579633003624412e-06,0.3862784483185774,0.025984164285530856,0.13557889624001643
CRPPA,0.1826131502998948,0.25213560614937647,0.10140801174764659,0.34685288766853584,0.01929019008717833,0.381915774041221,0.017621707019367834,0.5418971912571255,-1.0,0.26851168572859824,-1.0,0.35113604156210876,0.6642489817141697,0.1938412688113427,0.14825415760300456,1.1018476656943446e-07,-1.0,0.9192437674253859,0.014067487638552794,0.03298863472340791,0.8482368139158601,0.00026795477418437507
PLA2G4A,0.09665738907969589,0.011952313874149342,0.21387694742454047,0.023586393288212264,0.003482232064534536,0.018795176839888506,0.3032163300977203,0.23246171813469524,0.691523005035694,0.033048528409334796,0.0005951754528152774,0.004028559978595684,0.0906287075838642,0.2237732565957182,0.0249500170358116,0.0012234467247570235,0.652140641476623,0.032712807095125425,0.448855509163566,0.43880515258513353,0.5359213909305098,-1.0
COL8A2,0.4230882294567069,0.4971133506886397,0.27006789241107315,0.4316427908717715,0.6737253542482218,0.8610901603636663,0.8756476829747629,0.09173630961856345,0.6587379616484506,0.8373608625554619,0.9901043442447308,0.25900903315214796,0.845204009270651,0.12307652242095916,0.4109237270974385,-1.0,0.5830599298303125,0.5410240287169092,0.8402188396346753,0.6874057144414456,0.556655663736381,0.801513435485086
OPALIN,0.09367502577815605,0.13118676236999707,-1.0,0.2417799686440076,0.4059435047817225,0.031442866215261545,0.6960069959057466,0.018949596596624128,0.5449215256885265,0.004666981025110866,0.2109664722970503,0.12282356570705133,-1.0,0.24364393289812397,0.29983525540166706,0.1010893118709443,0.014892156369910724,0.1982407643765225,0.14539910429431951,0.7109510043865114,0.07650883508682536,0.7216922891537099
SDC1,0.026559130583324854,0.2689897530735783,0.29518078735320863,-1.0,0.8116876695551707,0.6478706563816641,0.744628797185076,0.162021915631198,-1.0,0.9756940269043894,0.5550022210794516,0.7470920211091122,0.37635388220629074,0.7756601942302066,0.7805266815715051,0.21451064996795263,0.8063268693662621,0.013410108919832353,1.8654367550750772e-06,0.5199182628648181,0.2829822096495059,0.09824458230164164
MEGF9,0.6158162466495617,0.008882316181555546,0.0001448521861343443,0.001963332175132537,-1.0,-1.0,0.29548309689164104,0.04760169477227692,0.9005614998892578,0.24365566436039549,0.013010613236765554,0.122234187600726,0.7905815639227726,0.5859636978120197,0.8792116487742275,0.42107809722614875,0.016970534628812945,0.0001694181087639769,0.01636880526163825,0.7859354253029391,0.7137821757057135,-1.0
PPP1R3C,0.2562040113101184,0.2069150971248109,0.8124839616325628,0.6433882366225979,0.9716310100628271,-1.0,0.1914456718245491,0.20434274940375818,0.5344007962482984,0.5560066625629467,-1.0,-1.0,0.7927857090963663,0.9040503760038179,0.292377636169722,0.5686131330403172,0.6441888003521173,0.09479630572228635,0.058200032564361535,0.4218293377305675,0.997444292927445,-1.0
CDH9,0.11697099712704777,0.10251822804377271,0.08323106093391429,0.3586930819726867,0.06970233621142038,0.0023880750982545303,-1.0,0.2165499419791975,0.055623918523681044,0.0012094012185901164,0.7740452373239072,0.6499919049548368,0.6266814018997631,0.6849625601858756,0.006028057700466856,0.03820720145530478,0.1429106141983343,0.0028344685058284526,0.002736804334725872,0.881116374635236,0.08778663705706627,0.2756226582429931
FAM163A,0.36932713893184865,0.3054809199583802,0.1781846333498601,0.5350923268126564,0.33099359378354687,0.9479126557745109,0.797812937252709,0.5854728259555089,0.6446060914675862,0.5106871240300301,-1.0,0.9088987997925282,0.4523261495845937,0.37487187414420653,0.3788487895093503,0.8438817098261356,0.4903461343593587,0.5393554914025156,-1.0,0.9657848893002443,0.8337686568761977,0.8073773233517866
HSPG2,0.4072609467534072,0.24530574174720537,0.05029086185792481,0.9751195378709393,0.6964166074808695,-1.0,0.016209130913992693,0.26945507222784093,0.06089078189798122,-1.0,-1.0,0.056676758568876454,0.6588105393558494,-1.0,0.09016816985125432,0.07462058070633919,0.0014355956844813414,0.0016577575301249192,0.038539108928617775,0.8927620634309095,0.026507590448349577,0.6046337011133576
OR10A3,0.00030337110510833906,0.004389358021116906,0.4789700381976447,0.20960133013468213,0.54530790416408,0.5940677996030961,-1.0,0.027052199569007944,0.23024057756917446,0.0005795717552878515,0.4245468563246313,2.543647576207101e-05,0.0210362342034757,0.07090852269799587,3.3029570844547687e-06,0.007075508257697759,0.004525877970822112,0.1263968562929622,0.0032100265640509435,0.006777960974678575,0.9752617366030185,0.5918674406488349
ATP8B3,0.8058437441604515,0.0011079655788265327,0.00013834821377916733,0.7904402939546183,0.10932584168712482,0.0014729533152292617,0.005342367424973037,0.6504538906722548,1.5803794827907726e-05,4.052049011320473e-06,0.21363239745515128,-1.0,0.15942872226693744,0.45638586075537435,0.004319201444985956,0.5913366418341754,3.4170112272984953e-07,0.9798808007039115,0.11579386252597984,0.815174886438857,0.11437285555247775,0.057820488702614775
TRPM6,-1.0,0.11242955259734373,0.05122557139874679,0.47201896354378936,0.21511055184256872,0.87894959122845,0.17931250713593552,0.002972737690174286,-1.0,0.5680934195232601,-1.0,0.29903952310684917,0.3476900845396964,0.6536513680617342,0.7292081927025708,0.40943304368559896,0.9367895089099867,0.05436325001301942,0.5877685354304589,0.21913200017999895,0.1291314699809279,0.3125967436355537
TPK1,0.00022399003744151766,0.0001781528896316835,4.1051063860338364e-08,1.8857163682903592e-06,5.996168948483678e-06,-1.0,0.0012593952550808472,0.007542511946602759,-1.0,0.006887724221837492,0.003113870247250913,7.288663616421167e-08,0.001287153029536721,0.16294316755397958,3.52484149008806e-05,0.0023900242159062995,2.3954381076893723e-08,0.007535556449805456,3.0145339824454445e-08,2.271209825665454e-07,0.0031188734335197347,0.05464277489398187
AZGP1,0.03823780891250482,0.29505525961711443,0.495521911069258,0.5369116936323591,0.07576149881805816,0.003193018463013191,0.00018542680633141636,0.05430211173070303,0.0011207558306818744,0.8147439458785182,-1.0,0.003016476308719562,0.25373260603237446,0.0018382460475385538,0.0002958621498393083,0.9272096526114157,0.13797555074378215,0.009757206918220053,7.847409756419721e-07,-1.0,0.0418482116935497,0.005157676981600088
NEGR1,0.1733036865287721,0.3998333804613111,0.8439371883413923,0.32354744491946563,0.025911451619360305,0.2596595359597969,0.2609495474853994,0.8368254455068412,-1.0,0.22450858855710398,0.23587709828551492,0.10530796506939208,0.060879215471158564,0.9934080052816869,0.07763066482259857,0.21291810167112254,0.10974861423705226,0.37194347352538537,0.03291986627614147,0.20691653941776425,0.5614302831777283,0.6801604051821232
PTPRZ1,0.08332722901444929,-1.0,0.04671917937172576,0.04145932201023499,0.48427940748769305,0.12037298390047059,0.22817302179362306,0.09197860043082198,0.055625522039476405,0.3538591862620535,0.005081616028866069,0.2655812271023612,0.37779087256508337,0.9973491246765775,0.5903061433973038,0.09720613803667974,0.002767310849056775,0.11797928873087828,0.024735206209271988,0.23067433569556678,0.003516171438137694,0.01466650745274961
VAMP5,0.7659997973843854,0.1911981344272565,0.34021894716896517,0.16775078753554395,0.3884193632590518,0.13728831585505183,0.9351964159258188,0.21683777189111683,0.7740828592158178,-1.0,0.9510051034133944,0.9061592525835642,0.23698655528789447,-1.0,0.5907056053794548,0.9160975531297727,0.026471055959197583,0.025770857416436303,0.04794816578671528,0.4664648599501361,0.8009740533189396,0.6899522491673504
CARMIL3,0.21884128450059934,0.04718760629030094,0.010845434118563813,0.24231522602321395,0.0227769649431701,0.861826050807377,0.08375181958793504,0.7231524368140005,0.7146540597520248,0.1745555702378397,0.14029037076197698,0.014453552211829583,0.31858084286712,0.6975175567617925,0.011037950936585382,0.011091891022158415,0.0004137273235032388,0.8060150786309046,0.010552902006518228,0.006387573099027898,0.07923850351433204,0.35645354295349707
PLSCR4,0.06005840131836846,-1.0,0.04682047339013233,0.013212732570609698,0.07427543408198309,-1.0,0.07182144000239754,0.04196106934017934,-1.0,0.4006973184656901,0.122458671783038,0.7779339221996349,0.27915215875485855,0.5609974325608191,0.31972639921166485,0.4545900790083358,0.04332154452241143,0.011109107583234069,0.15600802214711892,0.3941944747154429,-1.0,0.14931574420835247
COL5A3,0.6686843900755322,0.7225812126059432,0.28771718545204206,0.1422584985306929,0.4845957582907744,-1.0,-1.0,0.5843520476768251,0.017432341337769507,0.0994791198942441,0.4162626140914987,0.6101001928226185,0.633032318262968,0.4365490827356254,0.6157352266757187,0.9624242878994268,-1.0,0.2886831484410572,0.9778519520350726,0.09227695513084298,0.3177530382374604,0.5113907861239004
ARHGAP24,0.60032125698722,0.00022772329621575347,0.001024975266332894,0.1572441434867191,0.29966869522320994,0.013865360902483762,-1.0,-1.0,1.9065996654559373e-05,-1.0,0.6583063983538084,0.006803977823922337,-1.0,-1.0,0.1072021773941394,0.34966090262552063,0.00013089943372778515,0.28102918548982836,0.32561665373461024,0.4152326052921369,0.643678599403334,0.19578919642829345
ARSJ,0.5730537533440523,-1.0,0.27538991922550343,0.3312289526177059,0.41359431727726104,-1.0,0.006378397617831397,0.003059814336785851,0.04737266213918395,-1.0,0.21360245729045405,0.6879257978889166,0.162789405921871,0.8831028628284192,-1.0,0.38937048963931653,0.18463293731749197,0.6738393142711688,0.5280594818128732,0.677262914447863,0.43719677879451035,0.4237495044268639
TRMT44,8.255268493662448e-06,-1.0,0.5110447810389958,0.11995304330926522,0.2227415230679645,-1.0,0.11084616684450768,0.47054555529502884,0.33151550558643705,0.9335656213010336,0.008479770952805183,0.018543257396071332,0.026200955568711746,0.983440060659093,0.002922634539219114,0.4601002612319003,0.9089272942176588,0.2099098402135069,0.04296991914903644,0.5298838285943228,0.02504841655220936,-1.0
SHD,0.17491369676174726,0.5106509393644494,0.03616303806446752,0.8024685134976887,0.06595350152887945,0.7624248370887542,0.08275391727494255,0.9153299915437643,0.43515944403814966,0.01023448549761645,0.43646747553762955,0.0403894529174289,0.2451878809100292,0.1668528429641945,0.12798741157376592,0.308816839597691,0.00012404261772057417,0.8588014468020598,0.051015460499169635,0.5433559787469443,0.19352736818069163,0.2933095749034098
CXCR2,0.8750753988070297,-1.0,0.7018675501799632,0.21364895664299827,0.9377080308684851,0.17159450787601183,0.4614901309202213,0.3058483418489386,0.4594145020151631,0.4296910393974004,-1.0,0.7283254150619779,0.9811535062193633,0.5625826134239977,0.7011827540996853,0.4771833924947644,0.6564466520887237,0.08968923249498927,0.26759971720157466,0.24733323648574462,0.7252353986742758,0.9210814655384295
OPRD1,0.0890448889195535,-1.0,0.7363446609820775,0.48993343331072003,0.4524651657622485,0.033744416757135375,0.021374674690828033,0.008609405641588854,0.2830600995595843,-1.0,0.067371432929645,0.40057338378857965,0.9875208089720724,0.05408962052042723,0.3633064447337261,0.004316918376953726,0.0026936512831074993,0.007361522433860586,0.15250710308072463,0.9027850132459331,0.5927499310003906,0.3236397584797498
TMEM158,0.6077926603323216,0.009404245295317054,0.19190779609580327,0.9345940127955795,0.46384888295469184,0.014317237245891118,0.6025123796809952,0.08646163864809955,0.8094749291113291,0.4395302924358916,0.0001388310025240507,0.09600052095136713,0.1507374712130057,0.01326931029317482,0.10004372777553339,0.00010891070376764835,0.04919830199240958,0.004203661036426952,0.28850271286098456,0.6269147902707706,0.22357709667916956,0.014536863957323865
CDRT4,0.5668955461906355,-1.0,0.16176424270551226,0.22588410091048994,0.08845096926707939,0.026793671251790555,0.30437434034455246,0.6337230353553502,0.012425649490809789,0.00010829685477255377,0.00919099493903708,0.4688575612414623,0.014489435670347068,0.3677409184032996,0.25476907134418036,0.195601417748879,0.83204588234101,0.08497238035749237,0.00026459030568521487,0.9848772718985686,0.599470649388221,0.01470474318650104
SLFN11,0.313150372650475,0.000187912174607192,0.007554857596816515,0.18475459379617465,0.19224790097807234,0.003015918615690141,0.38312279769263136,0.25622296313203474,0.3010770932452133,0.36483420694436275,0.38247930866929203,0.07312960646828172,0.09789202952301987,0.4355890162037803,0.07400745586111078,0.13954732632330163,0.341594404535842,-1.0,0.5850446856051048,0.07041363366448317,0.10255037591890087,0.4986493127712872
